umap1,umap2,nhood_annotation,nhood_size,logFC_IPF,FDR_IPF,logFC_COVID,FDR_COVID,logFC_COVIDvsIPF,FDR_COVIDvsIPF
1.8058075,-5.6498384,Proximal Epithelium,104,3.6129622900486185,5.473652488072508e-10,-29.724140977792217,0.9992162062284382,-33.63037408488679,0.9993360784192652
3.4568753,10.224046,Alveolar Epithelium,30,-3.4280728431245056,0.04163101070911377,1.6914033741306838,0.15035991448702316,5.119476070344264,0.014161877968684969
14.809252,5.232991,Myeloid,49,-1.375431185724627,0.052047673303859246,-31.157133175508573,0.9992162062284382,-29.600344691581707,0.9993360784192652
11.35599,-8.074382,Lymphoid,31,1.5679603675739897,0.017766858272671885,-29.703569891567984,0.9992162062284382,-31.148524691383162,0.9993360784192652
13.341182,4.5304565,Myeloid,58,5.242137120122239,1.301294543398236e-07,3.295510551361214,0.06287627297497539,-1.9466273406949082,0.2483808696508711
8.797913,-5.695077,Lymphoid,52,-3.3226466923591937,0.006215941754304458,-30.89837000679129,0.9992162062284382,,
10.7954235,0.4560267,Myeloid,37,-3.9745772394774574,0.017548651902232794,-31.014548438791657,0.9992162062284382,,
13.2648735,4.9977627,Myeloid,50,3.5859642874493662,2.3604681048480265e-06,2.156813534999397,0.3674766047583336,-1.4291499325329784,0.6012508384965883
-0.41416055,5.35182,Proximal Epithelium,43,1.9736446324245487,0.0010037846538595685,-29.781953968554426,0.9992162062284382,-31.05145304967809,0.9993360784192652
-0.6437796,7.2293167,Alveolar Epithelium,30,-1.7856964539578568,0.05623603517363066,-31.242735490705755,0.9992162062284382,,
-0.20879115,4.706088,Proximal Epithelium,31,1.8109413160725698,0.011274353690019605,0.955985141760006,0.9992162062284382,-0.854956463357346,0.9993360784192652
1.1117092,-4.5500336,Proximal Epithelium,54,2.0362694450442764,0.0003531125122264127,-29.741112565270495,0.9992162062284382,-32.31862965368065,0.9993360784192652
9.35681,-7.0999513,CD8+ T cells,41,-1.2935230739991095,0.3659071168662505,4.718638594561579,9.16897719274688e-12,6.012162332708942,3.108670297238872e-06
-1.2425079,11.482535,Alveolar Epithelium,33,-1.03816362125881,0.2040644667831931,-31.154264874435142,0.9992162062284382,-29.747114363503577,0.9993360784192652
0.9243267,-5.245834,Proximal Epithelium,75,2.094215496057991,2.6101988088119584e-05,-1.25479989715328,0.9992162062284382,-3.349014745647034,0.1958661413557537
