gene,spearman_r,pval
HSP90AA1,0.10352937870237053,7.100552368094103e-78
ENSG00000272512,0.10310639280298824,2.98074791689556e-77
RNF125,0.10306821917062335,3.391761235164951e-77
IL1R2,0.10282404213124194,7.740500639300803e-77
LAMTOR4,0.10280614751994681,8.222359609357508e-77
PROM1,0.1026935753027212,1.2019398913143987e-76
FBLN2,0.10242676823198792,2.9508462582959626e-76
CDT1,0.10197517108634903,1.342208834158369e-75
SCP2,0.10164011910617422,4.1115644036968407e-75
MT-ND2,0.10160939375346321,4.555234353716942e-75
ARL6IP4,0.1014189493915956,8.591164885215045e-75
BPIFB2,0.10098242080119148,3.6614835416841875e-74
CUTA,0.10047994138883043,1.927399138671247e-73
ATP5PD,0.10021488964901609,4.613025357768425e-73
AKAP12,0.09990983659636034,1.2558671034424007e-72
PGLYRP4,0.09949038826244327,4.952400420105927e-72
SELENOH,0.09941537562661351,6.325741678989985e-72
GNB2,0.09939017934283768,6.867478207249715e-72
TMEM219,0.09934906010968043,7.852633365909769e-72
KRT24,0.09883858955999404,4.127849134466207e-71
SUB1,0.09868878407436361,6.706758929831506e-71
PRSS21,0.09824878616844154,2.7781348905295298e-70
HNRNPA3,0.09823658937775644,2.8895053292537504e-70
RBP7,0.09801173400013294,5.958514420735516e-70
SYNGR2,0.09750445675957063,3.0307955090814495e-69
SARAF,0.09686274631420183,2.3434966887371977e-68
PSMD8,0.09586361346116484,5.509663786833696e-67
ST13,0.09552832815782619,1.577841179200723e-66
ATP5MK,0.0953244044576848,2.9866562502718967e-66
CD99,0.09523540662233818,3.9440370776352215e-66
MMP3,0.09470728199289934,2.042555381077199e-65
CNBP,0.09465633800293341,2.3925321232283512e-65
FYB1,0.09429731231367405,7.2752059022485845e-65
LINC01116,0.094117679651739,1.2670789232735631e-64
IVL,0.0941013021339777,1.3327518151724003e-64
SSR2,0.09397144327025635,1.988938861133048e-64
CALR,0.09373114953416638,4.1659898275094375e-64
LINC02983,0.09353581015188063,7.588074158325993e-64
SKAP1,0.09345745612055617,9.647917987607282e-64
SRRM1,0.09340239064340539,1.1420415500422901e-63
ERGIC3,0.09340168832410209,1.1445001416458696e-63
MRPL41,0.09297601198440293,4.201221984760668e-63
SEC62,0.09294328687638269,4.6417877284971307e-63
ENSG00000263272,0.09289716741904219,5.341895133571319e-63
TMEM258,0.09219359105541451,4.514845058124401e-62
RAN,0.0921440530041532,5.243725872475612e-62
C11orf58,0.09178423798147346,1.5512500360465605e-61
NDUFS8,0.09172828950581724,1.8355152709992008e-61
SEC61B,0.09142221369458298,4.5997864022601284e-61
ANAPC16,0.090843813833462,2.588360360405001e-60
POLR2L,0.0907582693117105,3.338744082861229e-60
ENSG00000257764,0.08990078294283024,4.226666209365195e-59
